"","X","id","scrape_id","source","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews_ltm","number_of_reviews_l30d","availability_eoy","number_of_reviews_ly","estimated_occupancy_l365d","estimated_revenue_l365d","first_review","last_review","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","wifi","hair.dryer","hot.water","dishes.and.silverware","kitchen","iron","cooking.basics","hangers","refrigerator","bed.linens","essentials","heating","shampoo","microwave","hot.water.kettle","smoke.alarm","long.term.stays.allowed","shower.gel","dedicated.workspace","dining.table","f_room_type","f_room_type2","Czech_koruna_price_day","p_host_response_rate","p_host_acceptance_rate","accommodates_n","bathrooms_n","number_of_reviews_n","minimum_nights_n","beds_n","ln_price","accommodates2","ln_accommodates","ln_accommodates2","ln_number_of_reviews","f_bathroom","f_minimum_nights"
"6219",8683,1250544428845478144,20250316041547,"city scrape",61392706,"Anezka","2016-03-03","100","89","Staré Město",15,15,"['email', 'phone']",0,1,"","Praha 1",50.0899867235168,14.4224543526462,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,2129,4,365,4,4,365,365,4,365,"t",14,20,20,20,"2025-03-16",1,0,20,1,8,17032,"2024-10-08","2024-10-08",0,15,15,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,"Entire home/apt","Entire/Apt",2129,100,89,3,1,1,4,2,7.66340766489348,9,1.09861228866811,1.20694896081258,0.693147180559945,2,3
"6220",8684,1247643952918052096,20250316041547,"city scrape",2609610,"Mauro","2012-06-11","100","100","Smíchov",9,22,"['email', 'phone', 'work_email']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.083394,14.424095,"Rental Unit","Entire home/apt",6,2,"2 baths",2,1,3160,1,365,1,3,365,365,2.7,365,"t",30,60,90,180,"2025-03-16",5,0,180,5,30,94800,"2024-10-05","2024-12-08",1,5,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",3160,100,100,6,2,5,1,1,8.05832730658096,36,1.79175946922805,3.2104019955684,1.79175946922805,3,1
"6221",8685,1247767045311248384,20250316041547,"city scrape",652547853,"Ondrej","2024-09-17","100","100","Bubeneč",1,1,"['email', 'phone']",1,1,"Praha 7, Hlavní město Praha, Czechia","Praha 7",50.1010569814885,14.423666019574,"Condo","Entire home/apt",2,1,"1 bath",1,1,1323,1,365,1,1,365,365,1,365,"t",22,32,43,259,"2025-03-16",12,1,185,9,72,95256,"2024-09-21","2025-03-09",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,"Entire home/apt","Entire/Apt",1323,100,100,2,1,12,1,1,7.18765716411496,4,0.693147180559945,0.480453013918201,2.56494935746154,2,1
"6222",8686,1247820949221708032,20250316041547,"city scrape",157361492,"Karolína","2017-11-04","100","88","Krč",1,1,"['email', 'phone']",1,1,"","Praha 4",50.04287,14.43714,"Rental Unit","Entire home/apt",2,1,"1 bath",1,2,1357,1,5,1,1,5,5,1,5,"t",21,34,54,327,"2025-03-16",10,1,253,8,60,81420,"2024-09-28","2025-02-27",0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1357,100,88,2,1,10,1,2,7.21303165983487,4,0.693147180559945,0.480453013918201,2.39789527279837,2,1
"6223",8688,1248358182921694720,20250316041547,"city scrape",63925862,"Miroslava","2016-03-21","100","58","",1,1,"['email', 'phone']",1,1,"","Praha 9",50.10634,14.50089,"Rental Unit","Entire home/apt",3,1,"1 bath",1,1,1269,2,365,1,2,365,365,2,365,"t",12,19,30,88,"2025-03-16",7,0,88,5,42,53298,"2024-10-25","2025-01-31",0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,"Entire home/apt","Entire/Apt",1269,100,58,3,1,7,2,1,7.14598446771439,9,1.09861228866811,1.20694896081258,2.07944154167984,2,2
"6224",8690,1248518592959261440,20250316041547,"city scrape",447742884,"TurnKey Apartments","2022-03-03","100","100","Karlín",106,111,"['email', 'phone']",1,1,"","Praha 2",50.0771918,14.4234542,"Serviced Apt","Entire home/apt",4,1,"1 bath",2,2,1761,3,365,1,4,365,365,2.6,365,"t",20,49,79,288,"2025-03-16",13,1,249,7,78,137358,"2024-09-29","2025-02-15",1,74,74,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,"Entire home/apt","Entire/Apt",1761,100,100,4,1,13,3,2,7.47363710849621,16,1.38629436111989,1.92181205567281,2.63905732961526,2,3
"6225",8691,1248523124430302464,20250316041547,"city scrape",10203823,"Bohdan","2013-11-23","100","98","Vršovice",4,7,"['email', 'phone']",1,1,"","Praha 10",50.07114,14.44655,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,1107,3,365,2,3,365,365,2.6,365,"t",10,16,18,159,"2025-03-16",4,0,85,3,24,26568,"2024-12-03","2025-01-04",1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",1107,100,98,2,1,4,3,1,7.00940893270864,4,0.693147180559945,0.480453013918201,1.6094379124341,2,3
"6226",8692,1248594499085773568,20250316041547,"city scrape",77483355,"Taťána","2016-06-13","100","95","",1,1,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.0888675317134,14.4797618528672,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1546,2,365,1,2,1125,1125,1.4,1125,"t",27,50,65,65,"2025-03-16",17,1,65,12,102,157692,"2024-09-25","2025-03-09",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,"Entire home/apt","Entire/Apt",1546,100,95,2,1,17,2,1,7.34342622914737,4,0.693147180559945,0.480453013918201,2.89037175789616,2,2
"6227",8693,1250828455753634304,20250316041547,"city scrape",574564948,"Trung Lo","2024-04-27","100","100","Žižkov",3,5,"['email', 'phone']",0,1,"","Praha 3",50.0935467530208,14.4890915974975,"Private Room","Private room",2,1,"1 private bath",1,1,913,1,365,1,1,365,365,1,365,"t",29,56,85,174,"2025-03-16",4,0,174,3,24,21912,"2024-10-02","2025-01-01",1,3,0,3,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,"Private room","Private",913,100,100,2,1,4,1,1,6.81673588059497,4,0.693147180559945,0.480453013918201,1.6094379124341,2,1
"6228",8694,1250836377660742400,20250316041547,"city scrape",574564948,"Trung Lo","2024-04-27","100","100","Žižkov",3,5,"['email', 'phone']",0,1,"","Praha 3",50.093472116137,14.4894543662667,"Private Room","Private room",4,1,"1 private bath",2,2,1659,1,365,1,1,365,365,1,365,"t",28,52,80,169,"2025-03-16",3,0,169,3,18,29862,"2024-10-05","2024-12-30",1,3,0,3,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,"Private room","Private",1659,100,100,4,1,3,1,2,7.41397029019044,16,1.38629436111989,1.92181205567281,1.38629436111989,2,1
"6229",8695,1250868248146783744,20250316041547,"city scrape",126484293,"Julia","2017-04-18","N/A","0","Holešovice",1,1,"['email', 'phone']",1,1,"","Praha 7",50.10642,14.45977,"Rental Unit","Entire home/apt",4,1,"1 bath",1,1,5000,1,365,1,1,365,365,1,365,"t",30,60,90,180,"2025-03-16",0,0,180,0,0,0,"","",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",5000,-1,0,4,1,0,1,1,8.51719319141624,16,1.38629436111989,1.92181205567281,0,2,1
"6230",8696,1251367072620171776,20250316041547,"city scrape",496043191,"Ilya","2023-01-14","99","99","Vinohrady",48,98,"['email', 'phone']",1,1,"","Praha 2",50.07441899498,14.4281500557967,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",8,8,8,8,"2025-03-16",32,2,8,18,192,158016,"2024-10-13","2025-02-24",1,7,4,3,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,99,99,2,1,32,1,1,6.71295620067707,4,0.693147180559945,0.480453013918201,3.49650756146648,2,1
"6231",8697,1251371040016712960,20250316041547,"city scrape",533344065,"Ilia","2023-08-22","96","100","Žižkov",26,54,"['phone']",1,1,"","Praha 2",50.07436,14.42929,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",3,3,3,3,"2025-03-16",33,4,3,20,198,162954,"2024-10-14","2025-02-27",1,20,7,13,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,96,100,2,1,33,1,1,6.71295620067707,4,0.693147180559945,0.480453013918201,3.52636052461616,2,1
"6232",8698,1251375472394444544,20250316041547,"city scrape",533344065,"Ilia","2023-08-22","96","100","Žižkov",26,54,"['phone']",1,1,"","Praha 2",50.0724524226623,14.429654303554,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",11,11,11,11,"2025-03-16",34,3,11,21,204,167892,"2024-10-08","2025-02-28",1,20,7,13,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,96,100,2,1,34,1,1,6.71295620067707,4,0.693147180559945,0.480453013918201,3.55534806148941,2,1
"6233",8700,1251378420819263488,20250316041547,"city scrape",533344065,"Ilia","2023-08-22","96","100","Žižkov",26,54,"['phone']",1,1,"","Praha 2",50.0740768125792,14.4300371073179,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",7,7,7,7,"2025-03-16",30,3,7,15,180,148140,"2024-10-12","2025-02-22",1,20,7,13,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,96,100,2,1,30,1,1,6.71295620067707,4,0.693147180559945,0.480453013918201,3.43398720448515,2,1
"6234",8707,1249168094618528512,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 7, Hlavní město Praha, Czechia","Praha 7",50.109255,14.4468142,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2641,30,1125,30,365,1125,1125,34.1,1125,"t",0,0,14,289,"2025-03-16",6,1,215,4,255,673455,"2024-05-31","2025-02-28",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2641,100,100,2,1,6,30,1,7.87891291229713,4,0.693147180559945,0.480453013918201,1.94591014905531,2,3
"6235",8708,1249177659795020288,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.068632,14.4508693,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2057,30,1125,13,13,1125,1125,13,1125,"t",1,31,61,336,"2025-03-16",1,0,262,1,60,123420,"2024-11-13","2024-11-13",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2057,100,100,2,1,1,30,1,7.62900388965296,4,0.693147180559945,0.480453013918201,0.693147180559945,2,3
"6236",8710,1249377939314264320,20250316041547,"city scrape",1629431,"Alex & Natalia","2012-01-20","100","100","Prague 2",19,26,"['email', 'phone']",1,1,"","Praha 2",50.071862356397,14.4389834745813,"Rental Unit","Entire home/apt",3,1,"1 bath",0,2,1112,4,365,2,5,365,365,4,365,"t",5,17,37,109,"2025-03-16",16,2,109,9,128,142336,"2024-10-06","2025-02-28",1,19,19,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,"Entire home/apt","Entire/Apt",1112,100,100,3,1,16,4,2,7.01391547481053,9,1.09861228866811,1.20694896081258,2.83321334405622,2,3
"6237",8711,1249747377114122240,20250316041547,"city scrape",61392706,"Anezka","2016-03-03","100","89","Staré Město",15,15,"['email', 'phone']",0,1,"","Praha 1",50.0837487,14.4172041,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1786,4,365,4,4,365,365,4,365,"t",29,36,36,36,"2025-03-16",2,0,36,1,16,28576,"2024-12-09","2025-01-01",0,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",1786,100,89,2,1,2,4,1,7.48773376143644,4,0.693147180559945,0.480453013918201,1.09861228866811,2,3
"6238",8712,1251475041763532800,20250316041547,"city scrape",43250137,"Matouš","2015-09-03","100","100","Žižkov",1,1,"['email', 'phone']",1,1,"","Praha 3",50.0860535153094,14.4473822783163,"Condo","Entire home/apt",2,1,"1 bath",1,1,1489,2,90,2,3,1125,1125,2.9,1125,"t",16,29,54,130,"2025-03-16",14,4,130,9,84,125076,"2024-09-27","2025-03-09",0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,"Entire home/apt","Entire/Apt",1489,100,100,2,1,14,2,1,7.30586003268401,4,0.693147180559945,0.480453013918201,2.70805020110221,2,2
"6239",8713,1251515000294424832,20250316041547,"city scrape",537278212,"Vurkan","2023-09-15","100","91","Žižkov",1,1,"['email', 'phone']",1,1,"","Praha 3",50.0824862,14.4518389,"Private Room","Private room",2,1,"1 bath",1,1,1003,2,1125,2,2,1125,1125,2,1125,"t",17,24,37,87,"2025-03-16",14,1,87,12,84,84252,"2024-09-28","2025-03-04",0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,"Private room","Private",1003,100,91,2,1,14,2,1,6.91075078796194,4,0.693147180559945,0.480453013918201,2.70805020110221,2,2
"6240",8714,1251586675097049344,20250316041547,"city scrape",583824671,"Filip","2024-06-16","100","98","Vinohrady",5,6,"['phone']",1,1,"Praha 2, Hlavní město Praha, Czechia","Praha 2",50.066726,14.4200391,"Rental Unit","Entire home/apt",4,1.5,"1.5 baths",1,2,2136,1,365,2,5,1125,1125,4.9,1125,"t",9,24,49,162,"2025-03-16",28,2,162,19,168,358848,"2024-09-26","2025-02-25",0,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",2136,100,98,4,1.5,28,1,2,7.66669020008009,16,1.38629436111989,1.92181205567281,3.36729582998647,2,1
"6241",8715,1251607222900342528,20250316041547,"city scrape",26809859,"Seungbeom","2015-01-27","100","100","Nové Město",1,1,"['email', 'phone']",1,1,"","Praha 1",50.0870566,14.435084,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1097,2,365,2,2,365,365,2,365,"",9,16,16,18,"2025-03-16",0,0,16,0,0,0,"","",0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,"Entire home/apt","Entire/Apt",1097,100,100,4,1,0,2,2,7.00033446027523,16,1.38629436111989,1.92181205567281,0,2,2
"6242",8717,1251991231603777024,20250316041547,"city scrape",38930004,"Simona","2015-07-19","100","99","Holešovice",3,3,"['email', 'phone']",1,1,"","Praha 1",50.0860077878402,14.4313389269837,"Rental Unit","Entire home/apt",4,2,"2 baths",1,3,4750,2,365,2,3,365,365,2,365,"t",0,0,0,72,"2025-03-16",16,0,0,13,96,456000,"2024-10-08","2025-02-05",1,3,3,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,"Entire home/apt","Entire/Apt",4750,100,99,4,2,16,2,3,8.46589989702869,16,1.38629436111989,1.92181205567281,2.83321334405622,3,2
"6243",8718,1252012804393392640,20250316041547,"city scrape",653093893,"Pavel","2024-09-20","71","100","Staré Město",5,5,"['email', 'phone']",1,0,"","Praha 1",50.0854279,14.4173254,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,2202,1,365,1,3,30,365,1.1,350.1,"t",8,26,41,316,"2025-03-16",0,0,242,0,0,0,"","",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",2202,71,100,4,1,0,1,2,7.69712131728263,16,1.38629436111989,1.92181205567281,0,2,1
"6244",8720,1258822928750472704,20250316041547,"city scrape",533071862,"Branislav","2023-08-21","100","100","Vinohrady",10,10,"['email', 'phone']",1,1,"","Praha 2",50.0693262872369,14.4386073598922,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1903,1,365,1,2,365,365,1.3,365,"t",22,39,61,143,"2025-03-16",2,0,143,2,12,22836,"2024-10-08","2024-10-13",1,10,10,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1903,100,100,2,1,2,1,1,7.55118686729615,4,0.693147180559945,0.480453013918201,1.09861228866811,2,1
"6245",8721,1258846677766278400,20250316041547,"city scrape",519217738,"Burak","2023-06-10","100","100","Karlín",4,4,"['email', 'phone']",1,1,"","Praha 1",50.09091,14.43481,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1204,3,365,1,4,365,365,3,365,"t",1,8,32,123,"2025-03-16",20,2,123,11,120,144480,"2024-10-18","2025-02-21",1,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,"Entire home/apt","Entire/Apt",1204,100,100,2,1,20,3,1,7.09340462586877,4,0.693147180559945,0.480453013918201,3.04452243772342,2,3
"6246",8725,1259608056431311104,20250316041547,"city scrape",308328106,"Khaliq","2019-11-09","100","32","Putney Heath",8,10,"['email', 'phone']",1,1,"","Praha 5",50.0635562627877,14.3884090147613,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2645,3,365,3,3,365,365,3,365,"t",30,59,89,363,"2025-03-16",0,0,289,0,0,0,"","",0,6,6,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",2645,100,32,2,1,0,3,1,7.8804263442924,4,0.693147180559945,0.480453013918201,0,2,3
"6247",8726,1259615886305515008,20250316041547,"city scrape",308328106,"Khaliq","2019-11-09","100","32","Putney Heath",8,10,"['email', 'phone']",1,1,"","Praha 5",50.064016221217,14.3882537187959,"Rental Unit","Entire home/apt",6,2,"2 baths",4,4,2089,3,365,3,3,365,365,3,365,"t",30,59,89,363,"2025-03-16",0,0,289,0,0,0,"","",0,6,6,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",2089,100,32,6,2,0,3,4,7.64444076155657,36,1.79175946922805,3.2104019955684,0,3,3
"6248",8727,1259670239853046784,20250316041547,"city scrape",590063247,"My","2024-07-15","100","100","Staré Město",3,4,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.08248,14.42228,"Serviced Apt","Entire home/apt",12,2,"2 baths",4,7,4411,2,365,1,2,365,365,2,365,"t",0,7,18,65,"2025-03-16",17,4,65,7,102,449922,"2024-10-18","2025-03-13",0,3,3,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",4411,100,100,12,2,17,2,7,8.39185670010494,144,2.484906649788,6.17476105816062,2.89037175789616,3,2
"6249",8728,1259954056685956608,20250316041547,"city scrape",655412107,"Igor","2024-10-04","100","67","Záběhlice",1,1,"['phone']",0,1,"","Praha 10",50.0529,14.51227,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2829,1,365,1,1,365,365,1,365,"t",0,14,44,44,"2025-03-16",2,0,44,2,12,33948,"2024-11-06","2024-12-08",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",2829,100,67,2,1,2,1,1,7.94767857130157,4,0.693147180559945,0.480453013918201,1.09861228866811,2,1
"6250",8729,1252019587151380224,20250316041547,"city scrape",653093893,"Pavel","2024-09-20","71","100","Staré Město",5,5,"['email', 'phone']",1,0,"","Praha 1",50.0854279,14.4173254,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,2367,1,365,1,3,30,365,1.1,350.1,"t",27,44,68,343,"2025-03-16",2,0,269,1,12,28404,"2024-10-18","2025-02-10",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",2367,71,100,4,1,2,1,2,7.76937860951398,16,1.38629436111989,1.92181205567281,1.09861228866811,2,1
"6251",8730,1252024033654787584,20250316041547,"city scrape",653093893,"Pavel","2024-09-20","71","100","Staré Město",5,5,"['email', 'phone']",1,0,"","Praha 1",50.085427,14.4172905,"Rental Unit","Entire home/apt",6,1,"1 bath",2,2,2840,1,365,1,3,30,365,1.1,350.1,"t",10,28,53,317,"2025-03-16",12,2,243,5,72,204480,"2024-10-23","2025-03-01",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Entire home/apt","Entire/Apt",2840,71,100,6,1,12,1,2,7.95155933115525,36,1.79175946922805,3.2104019955684,2.56494935746154,2,1
"6252",8731,1252028710029817088,20250316041547,"city scrape",653093893,"Pavel","2024-09-20","71","100","Staré Město",5,5,"['email', 'phone']",1,0,"","Praha 1",50.0854279,14.4173254,"Rental Unit","Entire home/apt",6,1,"1 bath",2,2,3138,1,365,1,3,30,365,1.1,350.1,"t",13,32,57,330,"2025-03-16",2,0,256,1,12,37656,"2024-10-30","2025-01-19",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Entire home/apt","Entire/Apt",3138,71,100,6,1,2,1,2,8.05134093329298,36,1.79175946922805,3.2104019955684,1.09861228866811,2,1
"6253",8733,1252119779336145664,20250316041547,"city scrape",54754046,"Jaroslav","2016-01-15","100","27","Hloubětín",2,2,"['email', 'phone']",1,1,"","Praha 14",50.1099023894792,14.5366436658853,"Private Room","Private room",1,1,"1 bath",1,1,1360,4,100,4,4,100,100,4,100,"t",29,59,89,89,"2025-03-16",0,0,89,0,0,0,"","",0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Private room","Private",1360,100,27,1,1,0,4,1,7.2152399787301,1,0,0,0,2,3
"6254",8734,1260582661093865216,20250316041547,"city scrape",427202048,"Nikola","2021-10-13","100","100","Nové Město",15,15,"['email', 'phone']",1,1,"","Praha 2",50.0717537620779,14.4313424484831,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,1203,1,365,1,2,100,100,1.1,100,"t",20,37,58,235,"2025-03-16",12,2,235,8,72,86616,"2024-10-13","2025-02-23",1,12,12,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",1203,100,100,3,1,12,1,2,7.09257371597468,9,1.09861228866811,1.20694896081258,2.56494935746154,2,1
"6255",8735,1260783584866101248,20250316041547,"city scrape",158561177,"Prague","2017-11-13","99","100","Josefov",41,98,"['email', 'phone']",1,1,"","Praha 1",50.0901981554045,14.416920116226,"Rental Unit","Entire home/apt",6,1,"1 bath",3,3,3349,1,365,1,1,365,365,1,365,"t",4,4,4,4,"2025-03-16",2,0,4,2,12,40188,"2024-11-20","2024-12-08",1,40,7,33,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",3349,99,100,6,1,2,1,3,8.1164170727942,36,1.79175946922805,3.2104019955684,1.09861228866811,2,1
"6256",8736,1261124900462955008,20250316041547,"city scrape",142183013,"Prague","2017-07-24","100","92","Prague 3",15,19,"['email', 'phone']",1,1,"","Praha 5",50.08055,14.4043249,"Rental Unit","Entire home/apt",3,1,"1 bath",1,3,764,3,30,1,3,30,30,3,30,"t",3,11,33,33,"2025-03-16",9,2,33,6,54,41256,"2024-10-17","2025-02-17",1,14,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",764,100,92,3,1,9,3,3,6.63856778916652,9,1.09861228866811,1.20694896081258,2.30258509299405,2,3
"6257",8738,1261665534755267072,20250316041547,"city scrape",655790112,"Thi Thanh Nghia","2024-10-06","100","100","Vinohrady",1,1,"['email', 'phone']",1,1,"","Praha 2",50.0780556,14.4324104,"Condo","Entire home/apt",4,1,"1 bath",1,1,1350,1,365,1,7,365,365,4.5,365,"t",1,5,5,139,"2025-03-16",30,7,139,15,180,243000,"2024-10-24","2025-03-13",1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,"Entire home/apt","Entire/Apt",1350,100,100,4,1,30,1,1,7.20785987143248,16,1.38629436111989,1.92181205567281,3.43398720448515,2,1
"6258",8739,1261684072918674944,20250316041547,"city scrape",57420672,"Anna","2016-02-04","100","99","",2,2,"['email', 'phone']",1,1,"Praha 4, Hlavní město Praha, Czechia","Praha 4",50.0475632737786,14.4476675614715,"Rental Unit","Entire home/apt",4,1,"1 bath",2,3,2237,2,90,2,3,1125,1125,2,1125,"t",5,14,31,280,"2025-03-16",15,1,207,11,90,201330,"2024-10-13","2025-03-01",1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,"Entire home/apt","Entire/Apt",2237,100,99,4,1,15,2,3,7.71289096149013,16,1.38629436111989,1.92181205567281,2.77258872223978,2,2
"6259",8740,1262136840785370624,20250316041547,"city scrape",127702153,"Jakub","2017-04-26","100","100","Vinohrady",4,4,"['email', 'phone']",1,1,"Praha 1, Hlavní město Praha, Czechia","Praha 1",50.0777793,14.4228079,"Condo","Entire home/apt",2,1,"1 bath",1,1,771,2,365,2,2,1125,1125,2,1125,"t",4,9,14,219,"2025-03-16",3,1,145,2,18,13878,"2024-11-07","2025-02-20",1,4,4,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",771,100,100,2,1,3,2,1,6.64768837356333,4,0.693147180559945,0.480453013918201,1.38629436111989,2,2
"6260",8744,1252179555809952768,20250316041547,"city scrape",205918586,"Viet Duy","2018-07-29","50","63","Vršovice",1,1,"['email', 'phone']",1,1,"","Praha 10",50.0719641389225,14.4689428163257,"Rental Unit","Entire home/apt",5,1,"1 bath",2,3,2500,1,10,1,1,10,10,1,10,"t",29,53,81,346,"2025-03-16",4,0,272,4,24,60000,"2024-10-06","2024-10-27",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",2500,50,63,5,1,4,1,3,7.82404601085629,25,1.6094379124341,2.59029039398023,1.6094379124341,2,1
